round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
Regular season,28,Fri,2015-04-10,20:30,Hannover 96,1–1,Hertha BSC,46000,HDI-Arena,Marco Fritz,/en/matches/93f01ede/Hannover-96-Hertha-BSC-April-10-2015-Bundesliga,,93f01ede
Regular season,28,Sat,2015-04-11,15:30,Bayern Munich,3–0,Eint Frankfurt,75000,Allianz Arena,Markus Schmidt,/en/matches/bda8bded/Bayern-Munich-Eintracht-Frankfurt-April-11-2015-Bundesliga,,bda8bded
Regular season,28,Sat,2015-04-11,18:30,Hamburger SV,0–2,Wolfsburg,57000,Volksparkstadion,Felix Zwayer,/en/matches/5b41569d/Hamburger-SV-Wolfsburg-April-11-2015-Bundesliga,,5b41569d
Regular season,28,Sat,2015-04-11,15:30,M'Gladbach,3–1,Dortmund,54010,Stadion im Borussia-Park,Manuel Gräfe,/en/matches/69a4f385/Monchengladbach-Dortmund-April-11-2015-Bundesliga,,69a4f385
Regular season,28,Sat,2015-04-11,15:30,Mainz 05,2–3,Leverkusen,31578,Opel Arena,Guido Winkmann,/en/matches/fefd6131/Mainz-05-Bayer-Leverkusen-April-11-2015-Bundesliga,,fefd6131
Regular season,28,Sat,2015-04-11,15:30,Paderborn 07,2–1,Augsburg,14446,Benteler-Arena,Tobias Stieler,/en/matches/d629ad6f/Paderborn-07-Augsburg-April-11-2015-Bundesliga,,d629ad6f
Regular season,28,Sat,2015-04-11,15:30,Schalke 04,0–0,Freiburg,61471,Veltins-Arena,Jochen Drees,/en/matches/3f61609e/Schalke-04-Freiburg-April-11-2015-Bundesliga,,3f61609e
Regular season,28,Sun,2015-04-12,15:30,Köln,3–2,Hoffenheim,45000,RheinEnergieSTADION,Peter Sippel,/en/matches/c29678dc/Koln-Hoffenheim-April-12-2015-Bundesliga,,c29678dc
Regular season,28,Sun,2015-04-12,17:30,Stuttgart,3–2,Werder Bremen,51330,Mercedes-Benz Arena,Günter Perl,/en/matches/d99c9618/Stuttgart-Werder-Bremen-April-12-2015-Bundesliga,,d99c9618
Regular season,29,Fri,2015-04-17,20:30,Eint Frankfurt,0–0,M'Gladbach,51500,Commerzbank-Arena,Marco Fritz,/en/matches/07a519a9/Eintracht-Frankfurt-Monchengladbach-April-17-2015-Bundesliga,,07a519a9
Regular season,29,Sat,2015-04-18,18:30,Augsburg,2–1,Stuttgart,30660,WWK Arena,Thorsten Kinhöfer,/en/matches/9010b390/Augsburg-Stuttgart-April-18-2015-Bundesliga,,9010b390
Regular season,29,Sat,2015-04-18,15:30,Dortmund,3–0,Paderborn 07,80667,Signal Iduna Park,Felix Brych,/en/matches/b1aaeedc/Dortmund-Paderborn-07-April-18-2015-Bundesliga,,b1aaeedc
Regular season,29,Sat,2015-04-18,15:30,Freiburg,2–3,Mainz 05,24000,Schwarzwald-Stadion,Sascha Stegemann,/en/matches/f781f5cb/Freiburg-Mainz-05-April-18-2015-Bundesliga,,f781f5cb
Regular season,29,Sat,2015-04-18,15:30,Hertha BSC,0–0,Köln,51203,Olympiastadion Berlin,Knut Kircher,/en/matches/52d82293/Hertha-BSC-Koln-April-18-2015-Bundesliga,,52d82293
Regular season,29,Sat,2015-04-18,15:30,Hoffenheim,0–2,Bayern Munich,30150,PreZero Arena,Tobias Stieler,/en/matches/b24e804a/Hoffenheim-Bayern-Munich-April-18-2015-Bundesliga,,b24e804a
Regular season,29,Sat,2015-04-18,15:30,Leverkusen,4–0,Hannover 96,29482,BayArena,Daniel Siebert,/en/matches/2f41eb20/Bayer-Leverkusen-Hannover-96-April-18-2015-Bundesliga,,2f41eb20
Regular season,29,Sun,2015-04-19,15:30,Werder Bremen,1–0,Hamburger SV,42100,Weserstadion,Wolfgang Stark,/en/matches/b014f678/Werder-Bremen-Hamburger-SV-April-19-2015-Bundesliga,,b014f678
Regular season,29,Sun,2015-04-19,17:30,Wolfsburg,1–1,Schalke 04,30000,Volkswagen Arena,Christian Dingert,/en/matches/45cd8641/Wolfsburg-Schalke-04-April-19-2015-Bundesliga,,45cd8641
Regular season,30,Fri,2015-04-24,20:30,Mainz 05,2–0,Schalke 04,34000,Opel Arena,Robert Hartmann,/en/matches/144945ab/Mainz-05-Schalke-04-April-24-2015-Bundesliga,,144945ab
Regular season,30,Sat,2015-04-25,18:30,Bayern Munich,1–0,Hertha BSC,75000,Allianz Arena,Guido Winkmann,/en/matches/92032582/Bayern-Munich-Hertha-BSC-April-25-2015-Bundesliga,,92032582
Regular season,30,Sat,2015-04-25,15:30,Dortmund,2–0,Eint Frankfurt,80667,Signal Iduna Park,Michael Weiner,/en/matches/be912c01/Dortmund-Eintracht-Frankfurt-April-25-2015-Bundesliga,,be912c01
Regular season,30,Sat,2015-04-25,15:30,Hamburger SV,3–2,Augsburg,51321,Volksparkstadion,Tobias Welz,/en/matches/7e041eb9/Hamburger-SV-Augsburg-April-25-2015-Bundesliga,,7e041eb9
Regular season,30,Sat,2015-04-25,15:30,Hannover 96,1–2,Hoffenheim,46200,HDI-Arena,Günter Perl,/en/matches/68e62ae8/Hannover-96-Hoffenheim-April-25-2015-Bundesliga,,68e62ae8
Regular season,30,Sat,2015-04-25,15:30,Köln,1–1,Leverkusen,45600,RheinEnergieSTADION,Deniz Aytekin,/en/matches/000bdcb3/Koln-Bayer-Leverkusen-April-25-2015-Bundesliga,,000bdcb3
Regular season,30,Sat,2015-04-25,15:30,Stuttgart,2–2,Freiburg,58000,Mercedes-Benz Arena,Wolfgang Stark,/en/matches/ff532c53/Stuttgart-Freiburg-April-25-2015-Bundesliga,,ff532c53
Regular season,30,Sun,2015-04-26,17:30,M'Gladbach,1–0,Wolfsburg,52147,Stadion im Borussia-Park,Bastian Dankert,/en/matches/5a4b4f30/Monchengladbach-Wolfsburg-April-26-2015-Bundesliga,,5a4b4f30
Regular season,30,Sun,2015-04-26,15:30,Paderborn 07,2–2,Werder Bremen,15000,Benteler-Arena,Florian Meyer,/en/matches/4404566b/Paderborn-07-Werder-Bremen-April-26-2015-Bundesliga,,4404566b
Regular season,31,Sat,2015-05-02,15:30,Augsburg,0–0,Köln,29185,WWK Arena,Marco Fritz,/en/matches/4ad918db/Augsburg-Koln-May-2-2015-Bundesliga,,4ad918db
Regular season,31,Sat,2015-05-02,15:30,Freiburg,1–2,Paderborn 07,24000,Schwarzwald-Stadion,Manuel Gräfe,/en/matches/74925cae/Freiburg-Paderborn-07-May-2-2015-Bundesliga,,74925cae
Regular season,31,Sat,2015-05-02,15:30,Hoffenheim,1–1,Dortmund,30150,PreZero Arena,Jochen Drees,/en/matches/cc3070e7/Hoffenheim-Dortmund-May-2-2015-Bundesliga,,cc3070e7
Regular season,31,Sat,2015-05-02,18:30,Leverkusen,2–0,Bayern Munich,30210,BayArena,Christian Dingert,/en/matches/44a13859/Bayer-Leverkusen-Bayern-Munich-May-2-2015-Bundesliga,,44a13859
Regular season,31,Sat,2015-05-02,15:30,Schalke 04,3–2,Stuttgart,61973,Veltins-Arena,Felix Zwayer,/en/matches/c4c2a7b0/Schalke-04-Stuttgart-May-2-2015-Bundesliga,,c4c2a7b0
Regular season,31,Sat,2015-05-02,15:30,Werder Bremen,1–0,Eint Frankfurt,42100,Weserstadion,Robert Hartmann,/en/matches/94eaec49/Werder-Bremen-Eintracht-Frankfurt-May-2-2015-Bundesliga,,94eaec49
Regular season,31,Sat,2015-05-02,15:30,Wolfsburg,2–2,Hannover 96,29514,Volkswagen Arena,Felix Brych,/en/matches/55563688/Wolfsburg-Hannover-96-May-2-2015-Bundesliga,,55563688
Regular season,31,Sun,2015-05-03,17:30,Hertha BSC,1–2,M'Gladbach,56881,Olympiastadion Berlin,Thorsten Kinhöfer,/en/matches/79efa5e9/Hertha-BSC-Monchengladbach-May-3-2015-Bundesliga,,79efa5e9
Regular season,31,Sun,2015-05-03,15:30,Mainz 05,1–2,Hamburger SV,34000,Opel Arena,Peter Sippel,/en/matches/70754afd/Mainz-05-Hamburger-SV-May-3-2015-Bundesliga,,70754afd
Regular season,32,Fri,2015-05-08,20:30,Hamburger SV,1–1,Freiburg,57000,Volksparkstadion,Knut Kircher,/en/matches/41b6dfa6/Hamburger-SV-Freiburg-May-8-2015-Bundesliga,,41b6dfa6
Regular season,32,Sat,2015-05-09,15:30,Bayern Munich,0–1,Augsburg,75000,Allianz Arena,Sascha Stegemann,/en/matches/275ebc72/Bayern-Munich-Augsburg-May-9-2015-Bundesliga,,275ebc72
Regular season,32,Sat,2015-05-09,15:30,Dortmund,2–0,Hertha BSC,80667,Signal Iduna Park,Tobias Stieler,/en/matches/079747db/Dortmund-Hertha-BSC-May-9-2015-Bundesliga,,079747db
Regular season,32,Sat,2015-05-09,15:30,Eint Frankfurt,3–1,Hoffenheim,50600,Commerzbank-Arena,Daniel Siebert,/en/matches/e64cbfba/Eintracht-Frankfurt-Hoffenheim-May-9-2015-Bundesliga,,e64cbfba
Regular season,32,Sat,2015-05-09,15:30,Hannover 96,1–1,Werder Bremen,49000,HDI-Arena,Deniz Aytekin,/en/matches/61ad9776/Hannover-96-Werder-Bremen-May-9-2015-Bundesliga,,61ad9776
Regular season,32,Sat,2015-05-09,15:30,M'Gladbach,3–0,Leverkusen,53761,Stadion im Borussia-Park,Peter Gagelmann,/en/matches/2b15b800/Monchengladbach-Bayer-Leverkusen-May-9-2015-Bundesliga,,2b15b800
Regular season,32,Sat,2015-05-09,18:30,Stuttgart,2–0,Mainz 05,54300,Mercedes-Benz Arena,Michael Weiner,/en/matches/b12f6b88/Stuttgart-Mainz-05-May-9-2015-Bundesliga,,b12f6b88
Regular season,32,Sun,2015-05-10,17:30,Köln,2–0,Schalke 04,46500,RheinEnergieSTADION,Wolfgang Stark,/en/matches/d772bf8b/Koln-Schalke-04-May-10-2015-Bundesliga,,d772bf8b
Regular season,32,Sun,2015-05-10,15:30,Paderborn 07,1–3,Wolfsburg,14659,Benteler-Arena,Markus Schmidt,/en/matches/33dc63a0/Paderborn-07-Wolfsburg-May-10-2015-Bundesliga,,33dc63a0
Regular season,33,Sat,2015-05-16,15:30,Augsburg,1–2,Hannover 96,29899,WWK Arena,Felix Zwayer,/en/matches/095b0aea/Augsburg-Hannover-96-May-16-2015-Bundesliga,,095b0aea
Regular season,33,Sat,2015-05-16,15:30,Freiburg,2–1,Bayern Munich,24000,Schwarzwald-Stadion,Tobias Welz,/en/matches/5f065490/Freiburg-Bayern-Munich-May-16-2015-Bundesliga,,5f065490
Regular season,33,Sat,2015-05-16,15:30,Hertha BSC,0–0,Eint Frankfurt,60168,Olympiastadion Berlin,Florian Meyer,/en/matches/9d011cd8/Hertha-BSC-Eintracht-Frankfurt-May-16-2015-Bundesliga,,9d011cd8
Regular season,33,Sat,2015-05-16,15:30,Leverkusen,2–0,Hoffenheim,29072,BayArena,Robert Hartmann,/en/matches/f7d00531/Bayer-Leverkusen-Hoffenheim-May-16-2015-Bundesliga,,f7d00531
Regular season,33,Sat,2015-05-16,15:30,Mainz 05,2–0,Köln,33702,Opel Arena,Günter Perl,/en/matches/620815ce/Mainz-05-Koln-May-16-2015-Bundesliga,,620815ce
Regular season,33,Sat,2015-05-16,15:30,Schalke 04,1–0,Paderborn 07,61973,Veltins-Arena,Bastian Dankert,/en/matches/21085204/Schalke-04-Paderborn-07-May-16-2015-Bundesliga,,21085204
Regular season,33,Sat,2015-05-16,15:30,Stuttgart,2–1,Hamburger SV,60000,Mercedes-Benz Arena,Manuel Gräfe,/en/matches/d2d96d0a/Stuttgart-Hamburger-SV-May-16-2015-Bundesliga,,d2d96d0a
Regular season,33,Sat,2015-05-16,15:30,Werder Bremen,0–2,M'Gladbach,42100,Weserstadion,Christian Dingert,/en/matches/4e078c9e/Werder-Bremen-Monchengladbach-May-16-2015-Bundesliga,,4e078c9e
Regular season,33,Sat,2015-05-16,15:30,Wolfsburg,2–1,Dortmund,30000,Volkswagen Arena,Marco Fritz,/en/matches/b5435213/Wolfsburg-Dortmund-May-16-2015-Bundesliga,,b5435213
Regular season,34,Sat,2015-05-23,15:30,Bayern Munich,2–0,Mainz 05,75000,Allianz Arena,Thorsten Kinhöfer,/en/matches/735e992c/Bayern-Munich-Mainz-05-May-23-2015-Bundesliga,,735e992c
Regular season,34,Sat,2015-05-23,15:30,Dortmund,3–2,Werder Bremen,80667,Signal Iduna Park,Manuel Gräfe,/en/matches/e7ff37af/Dortmund-Werder-Bremen-May-23-2015-Bundesliga,,e7ff37af
Regular season,34,Sat,2015-05-23,15:30,Eint Frankfurt,2–1,Leverkusen,51500,Commerzbank-Arena,Guido Winkmann,/en/matches/ce239c08/Eintracht-Frankfurt-Bayer-Leverkusen-May-23-2015-Bundesliga,,ce239c08
Regular season,34,Sat,2015-05-23,15:30,Hamburger SV,2–0,Schalke 04,57000,Volksparkstadion,Tobias Welz,/en/matches/b6e95e42/Hamburger-SV-Schalke-04-May-23-2015-Bundesliga,,b6e95e42
Regular season,34,Sat,2015-05-23,15:30,Hannover 96,2–1,Freiburg,49000,HDI-Arena,Wolfgang Stark,/en/matches/95c994ea/Hannover-96-Freiburg-May-23-2015-Bundesliga,,95c994ea
Regular season,34,Sat,2015-05-23,15:30,Hoffenheim,2–1,Hertha BSC,30150,PreZero Arena,Knut Kircher,/en/matches/e83e0f0c/Hoffenheim-Hertha-BSC-May-23-2015-Bundesliga,,e83e0f0c
Regular season,34,Sat,2015-05-23,15:30,Köln,2–2,Wolfsburg,49200,RheinEnergieSTADION,Peter Gagelmann,/en/matches/c7541138/Koln-Wolfsburg-May-23-2015-Bundesliga,,c7541138
Regular season,34,Sat,2015-05-23,15:30,M'Gladbach,1–3,Augsburg,54010,Stadion im Borussia-Park,Michael Weiner,/en/matches/9654ef7b/Monchengladbach-Augsburg-May-23-2015-Bundesliga,,9654ef7b
Regular season,34,Sat,2015-05-23,15:30,Paderborn 07,1–2,Stuttgart,15000,Benteler-Arena,Deniz Aytekin,/en/matches/da6df338/Paderborn-07-Stuttgart-May-23-2015-Bundesliga,,da6df338
German 1/2 Relegation/Promotion Playoffs,,Thu,2015-05-28,20:30,Hamburger SV,1–1,Karlsruher,56615,Volksparkstadion,,/en/matches/7f6215b7/Hamburger-SV-Karlsruher-May-28-2015-German-12-RelegationPromotion-Play-offs,Leg 1 of 2,7f6215b7
German 1/2 Relegation/Promotion Playoffs,,Mon,2015-06-01,19:00,Karlsruher,1–2,Hamburger SV,27986,Wildparkstadion,,/en/matches/bd6666c5/Karlsruher-Hamburger-SV-June-1-2015-German-12-RelegationPromotion-Play-offs,Leg 2 of 2; Hamburger SV won; Required Extra Time,bd6666c5
